Mete_SPI_DPRK,Mete_SPI_ROK,Agri_CSIF_DPRK,Agri_CSIF_ROK
-1.277192643,-0.503169417,-11.08959007,2.178040028
-1.277731515,-0.721465647,-8.672560692,8.563948631
-1.278301333,-0.773746508,-1.127044439,3.088237524
-1.278313124,-0.802667841,12.92689037,5.611999989
-1.280583018,-0.843664613,1.893750787,10.12149334
-1.282159215,-0.958589494,2.795447826,6.148593426
-1.28164138,-1.13949011,-0.997309923,-0.613099396
-1.278830957,-1.235528171,-7.837784767,-0.891117871
-1.269638717,-1.258761388,-4.179065704,5.52857399
-1.345526552,-1.295754665,-3.969862461,0.868837595
-1.328964573,-1.391117692,-7.041169643,11.10620308
-1.308733624,-1.4069556,-2.284780979,1.50987196
-1.294932961,-1.443618751,-0.061910309,0.348161727
-1.218372226,-1.476945359,-14.51995182,-0.141830072
-1.237176418,-1.50438332,-14.55073452,7.788377762
-1.232407928,-1.520144212,-9.693816185,8.452685356
-1.25545187,-1.57962755,-11.00059128,14.37561226
-1.277641177,-1.597202826,-2.232093573,7.9895401
-1.278763741,-1.626049817,-2.892426252,7.817811966
-1.281228584,-1.635782158,-9.253898621,-3.572475195
-1.286845428,-1.6496647,-10.17489338,-10.74548531
-1.28877486,-1.660853416,-6.871752262,-1.452251554
-1.287202817,-1.670543432,-7.826507092,-2.521627188
-1.283140481,-1.681160885,-14.0924387,-1.300454378
-1.284237862,-1.68979789,-6.772830963,-5.865179539
-1.285799789,-1.702563167,-7.327726841,2.441350937
-1.285805118,-1.590641856,-11.27433586,2.535706758
-1.279437065,-0.354592415,-6.834192276,12.54483891
-1.2786412,-0.741676307,-3.677473783,9.576271057
-1.272361994,-0.76090853,-6.79036665,3.838262081
-1.179025292,-0.802334294,-1.661671281,5.999742031
-1.10086289,-1.266734396,-0.795754552,-2.071406603
-1.038051844,-1.420531726,4.246459007,4.468016148
-1.371771818,-1.446357189,-7.961840153,8.553344727
-1.355960956,-1.480826054,-15.91382027,2.904495955
-1.340120151,-1.506997356,-6.76363945,4.560109138
-1.313409499,-1.524552886,-10.15286541,9.425878525
-1.30952816,-1.532222438,2.723630667,10.34289551
-1.257345068,-1.586518393,-22.96588707,10.81394958
-1.273027689,-1.590286832,-16.49992752,6.129408836
-1.289285743,-1.624016547,-4.441174507,2.608799458
-1.289467776,-1.637791858,-5.803068638,4.73788166
-1.297058439,-1.669692409,-8.295577049,13.9737196
-1.297105042,-1.679422551,-12.19084358,4.719711781
-1.296311791,-1.686472223,-10.66160965,-3.313635111
-1.287076471,-1.65393126,-2.77509284,-4.771388531
-1.28711431,-1.542274432,-9.911967278,0.298248231
-1.287448895,-0.76673444,-7.870968342,6.620304585
-1.287688659,-0.802475959,-14.50829315,4.637177467
-1.285715104,-1.441360188,-11.50471497,5.369868755
-1.286492395,-1.471271646,-9.994768143,6.338594913
-1.268125772,-1.512843392,-4.975035191,7.713831902
-1.265184344,-1.526262355,-9.62556839,17.0704155
-1.255781783,-1.623514366,-8.598519325,1.24981761
-1.099102312,-1.667829633,-4.222503185,1.358418584
-1.36786323,-1.676640056,-26.59604454,6.949369431
-1.350765799,-1.683389335,-7.885633469,-0.111682862
-1.333620226,-1.697629762,-3.455500603,4.867150784
-1.276981199,-1.631342292,-21.51051712,1.404421091
-1.304118156,-1.565525906,-9.379617691,2.629051447
-1.304409462,-1.55163232,-12.76347542,0.592651069
-1.304406412,-0.352250466,-5.941464424,4.859976768
-1.301057613,-1.031194067,5.702374458,1.466004014
-1.29569036,-1.619994164,-3.755867004,2.13142395
-1.291025527,-1.629018602,-7.842979908,5.104653358
-1.291069499,-1.635793328,-12.32380581,1.285261154
-1.291697139,-1.680839146,-10.49118996,11.34908485
-1.290094887,-1.689207345,-13.98910236,5.70262146
-1.287536246,-1.6946684,-13.30540466,-9.382416725
-1.276552296,-1.606791377,-9.358750343,4.382965088
-1.267520666,-1.591167403,-12.23211479,-1.491457105
-1.267059294,-1.573007758,-6.852766991,2.282912731
-1.248311859,-1.556483544,-4.429038048,-1.067522049
-1.23491591,-0.322852189,-3.656917334,6.414937973
-1.362854297,-0.36680257,-5.191051006,11.01581955
-1.349872172,-0.466123361,34.48999405,7.375418663
-1.335937905,-0.493443861,-0.209341347,8.164420128
-1.333183765,-0.7596176,0.692365706,-2.835121632
-1.293243301,-0.798209369,-12.85212994,-1.749915123
-1.294110566,-0.838133459,-15.87083149,6.984939098
-1.300850523,-0.923791535,-12.46171856,7.145002365
-1.31662029,-0.967933974,-8.841383934,1.495308876
-1.311385202,-0.996017236,-0.778362572,1.977961659
-1.311985731,-1.527593527,-7.834706783,3.8582232
-1.306525171,-1.60079776,-9.199581146,-13.70503902
-1.303281999,-1.61255502,-6.480996609,2.605430126
-1.296515161,-1.676250437,-12.54472351,1.432287216
-1.296453037,-1.682113539,-11.14019203,13.16806793
-1.297285161,-1.692607713,-9.408791542,13.55904388
-1.297488403,-1.698743192,-13.10142803,-10.23113441
-1.291526968,-1.700169981,-14.29178619,11.39706326
-1.288604788,-1.718684673,-16.53564644,7.029027939
-1.280141068,-1.734168291,9.680575371,3.621222496
-1.217935646,-1.734578385,-10.00423431,16.8380146
-1.115946496,-1.731830359,8.063673973,13.36458206
-0.916826367,-1.604688525,6.342756271,-1.9087888
-1.412902635,-1.596828799,-14.27559185,-3.657898188
-1.391027538,-1.558675549,-20.14520073,4.592720509
-1.377321428,-0.364165813,-2.411472082,4.757042408
-1.363162518,-0.414760813,3.227947235,2.616682768
-1.335231686,-0.436843199,0.212646723,10.02356815
-1.330487168,-0.920849448,12.03026009,-2.675000191
-1.305331781,-0.965460297,-9.377085686,-3.554469585
-1.313445103,-1.597992778,-10.19427395,-4.10633564
-1.315074315,-1.60515064,-12.84935284,7.666973591
-1.31662029,-1.609725076,-9.440855026,2.261496305
-1.320269514,-1.685292304,-9.607583046,7.072544098
-1.299495804,-1.688824552,-10.00877285,-8.833950043
-1.281119752,-1.695068538,-0.305012435,-0.973206401
-1.195700412,-1.701650363,-5.025502205,-9.488668442
-1.43682254,-1.647091866,-18.79498672,0.030583847
-1.427604377,-1.571992743,-14.41382408,3.108171225
-1.415541142,-0.50155744,-14.6055584,15.51356697
-1.40347265,-0.845453519,-15.34174252,8.283041954
-1.391668034,-1.600713232,-6.158407211,-7.225846767
-1.340010166,-1.604850743,-3.118343353,-3.187796831
-1.327464879,-1.636566162,-1.458300114,6.323480129
-1.325107586,-1.641585236,-10.54451752,12.72950459
-1.315730095,-1.648756175,-4.56388855,8.361106873
-1.301186681,-1.673647022,-11.50648499,6.722621918
-1.298434949,-1.674563766,-18.10117912,4.457850456
-0.866712183,-1.68472079,11.47794437,8.892832756
-1.428042048,-1.690060564,-10.10274792,6.344651699
-1.416720943,-1.695309821,-12.46983242,5.811132908
-1.405923157,-1.701914443,-6.637120247,5.583714008
-1.390370727,-1.580102224,-0.199206039,0.078139938
-1.340897473,-0.384181589,3.138121367,12.51078796
-1.341922259,-0.506813452,-2.315593004,12.04100609
-1.43967343,-0.876889688,-7.955388069,0.568053722
-1.430878147,-1.601033176,-11.47614384,-0.790938199
-1.422063811,-1.606341124,-9.620658875,3.718535423
-1.410574359,-1.633044422,0.378024012,-3.328270912
-1.40103476,-1.637112881,14.25351048,-6.245903969
-1.343001521,-1.64386344,-8.500606537,-1.85151422
-1.319260359,-1.652594767,-0.819459617,16.12264633
-1.218557858,-1.661814775,-10.79697418,3.288945913
-1.451636946,-1.669514024,-3.001473188,3.952901602
-1.441557162,-1.676408982,-16.78940773,0.357826918
-1.433344206,-1.68227271,-8.711248398,5.530320168
-1.425818205,-1.688384,-2.361762762,-0.284609169
-1.398868322,-1.695242133,-0.464088023,-8.675980568
-1.379653621,-1.700554121,4.022791386,4.134596348
-1.352821946,-1.716085553,-17.38582611,6.153420448
-1.217553873,-1.5850249,-7.227796078,1.705019593
-1.118977785,-0.525631135,4.827958107,-1.678305626
-1.453879344,-0.846987963,-14.24747562,0.72423476
-1.445303317,-0.877056961,-10.27141857,1.488221526
-1.297717094,-1.054194808,-18.30426216,5.567348003
-1.467835563,-1.567567587,-11.56676102,-3.004537582
-1.455757654,-1.596090376,-6.157760143,1.709570408
-1.448121607,-1.603899025,-1.709947705,4.623991489
-1.439434481,-1.613172913,1.042706966,9.460139275
-1.430207789,-1.639377117,8.917038918,4.291889668
-1.421595073,-1.653071058,5.006637096,5.834273338
-1.484544092,-1.655697294,-7.207151413,-0.817987204
-1.476252528,-1.663945508,-5.158588409,-5.001766682
-1.46624536,-1.668712275,-4.11242485,-0.956728816
-1.455538422,-1.674637489,-6.884364605,3.363343
-1.439098449,-1.682371714,-0.324225575,1.67853415
-1.43391636,-1.690239313,1.131301641,-0.135993317
-1.427002598,-1.695149976,-2.673129082,3.869940281
-1.415499623,-1.697975028,-7.997594833,7.386867046
-1.403785455,-0.507723165,-7.224394798,19.69144821
-1.494314164,-0.528177295,-11.79076099,7.148942947
-1.484100522,-0.556083913,0.180223599,4.489007473
-1.480862455,-0.878974962,-5.320940018,7.030453205
-1.431588786,-0.914145991,-6.275298119,6.912400246
-1.42385337,-1.592027903,-14.90198517,-4.811564445
-1.416220562,-1.600650233,-12.21829987,1.639806032
-1.412330008,-1.605819976,-1.330370665,1.118042469
-1.518901443,-1.647805989,2.746494055,2.25522089
-1.501294601,-1.649944997,-1.292735457,7.317935944
-1.496021223,-1.657215095,-1.967415094,-0.743382931
-1.485030799,-1.660651468,-5.548426151,-2.347860098
-1.409167123,-1.669233668,-10.22997379,2.612862587
-1.396945264,-1.678327966,-12.29502773,5.925377369
-1.390397661,-1.686072054,-13.61194801,4.438063622
-1.382737261,-1.690440053,-14.3394022,5.058939934
-1.380090511,-1.696312237,-14.05369663,-1.523689032
-1.52410323,-0.458656147,-1.588780642,8.322280884
-1.426795125,-0.480491221,-11.24379063,21.83694458
-1.406777017,-0.876884043,-0.97460866,4.443955421
-1.384505802,-1.604236364,-8.218356133,-0.117202327
-1.380689977,-1.653034627,-13.82596207,-6.408092022
-1.373124421,-1.656985521,-10.55411911,1.380633354
-1.536521733,-1.661495638,-0.372940123,10.23527145
-1.530589104,-1.689021766,3.446897984,0.677121103
-1.505180776,-0.644362032,-7.850142479,9.604260445
-1.383729935,-1.177399665,-8.320152283,-1.769189715
-1.379516512,-1.608586125,-12.67723942,0.267662764
-1.375841045,-1.653278769,-17.21255112,5.160695553
-1.379968042,-1.658300819,-6.362136841,4.045741081
-1.37398869,-1.665805674,-14.44128036,2.551482916
-1.376414158,-1.672916017,-13.892416,5.900290489
-1.376728535,-1.684222811,-2.512436152,2.174762487
-0.889606884,-1.706575036,2.938089848,0.087456502
-1.37651089,-1.688349843,-6.369718075,-1.115170836
-1.449317157,-0.574281931,1.961113811,15.48038769
-1.451803493,-0.910400178,-9.108636856,5.075639725
-1.451803493,-1.507101238,12.81339455,2.517280817
-1.431085253,-1.522619472,-0.076646782,-2.393156767
-1.503872752,-1.607910624,-4.381381035,4.923696041
-1.498442216,-1.618788033,-3.100229979,2.4862082
-1.52899425,-1.624561548,0.695969462,6.368950367
-1.512822157,-1.654030178,-8.554320335,4.897310257
-1.509299004,-1.690090275,0.746083677,-3.113670826
-1.539621538,-0.544347805,-4.897830486,12.25565052
-1.517004311,-0.569140109,-16.40780449,7.869247913
-1.510739028,-1.441722064,-16.17186546,8.214113235
-1.385298014,-1.482341974,1.683662891,-0.941360593
-1.386047516,-1.497871213,-0.764835894,0.179665998
-1.387149131,-1.602365971,-1.439286947,-2.858529091
-1.38462679,-1.60263164,1.317148566,-4.809474468
-1.382014179,-1.613333464,0.663939655,7.176462173
-1.546603477,-1.656862593,-2.691961527,7.376665592
-1.508751572,-0.536707103,-16.08711243,4.410947323
-1.390490651,-1.047862887,5.723416328,1.648213625
-1.39032257,-1.47910738,-1.786265135,6.338323593
-1.391932067,-1.691804111,-4.167315006,-6.240073204
-1.392236111,-1.691804111,3.550590754,3.214015245
-1.387706493,-1.650531888,0.583563387,2.428533554
-1.524571896,-0.547013426,-6.361740589,13.82997417
-1.516870279,-1.573506832,-6.441058636,-6.217409611
-1.399537361,-1.606938779,3.005679131,2.380937576
-1.388713259,-1.646838009,2.469457865,-3.60658741
-1.400414288,-1.642987251,11.44003201,1.100064158
-1.397880992,-0.551672312,-7.693846703,12.95115948
-1.397536596,-0.988261306,-4.981442451,-4.414988518
-1.397559466,-1.451882362,1.876538992,3.441630363
-1.391910791,-0.527365841,2.751095295,11.17620087
-1.564351362,-0.584245443,5.457429409,20.78070068
-1.40826422,-0.596854362,1.513527632,18.48886108
-1.404954267,-1.408146846,3.410472155,5.155968189
-1.40206148,-1.652586579,4.889154911,10.38227367
-1.40399152,-1.684823513,3.358633518,-0.602890909
-1.404847354,-1.657858729,1.095367312,-0.356129766
-1.405272126,-0.992925584,-3.91973567,-3.161302805
-1.403736234,-1.571566241,-3.860243559,3.739597082
-1.391737998,-1.646052206,7.662041664,-3.609251976
-1.388788873,-0.51025194,3.471201181,9.030636787
-1.383940351,-0.532095636,-2.211133003,-0.037713006
-1.371493268,-0.546081516,0.557084143,6.282426834
-1.354372054,-1.36285058,-2.605080128,-1.296926618
-1.564822431,-1.65961802,2.310969353,2.524562836
-1.478390694,-0.587599039,-4.460148811,2.10407877
-1.461469293,-0.837859869,1.238987684,16.51450348
-1.449699366,-0.969075263,1.321974277,-6.720901012
-1.41176686,-1.361023074,3.006133318,-0.432634383
-1.400635636,-1.372982234,3.46625185,7.946310997
-1.394969685,-1.393265843,1.897652268,4.715035915
-1.383930621,-1.413067687,2.774566412,4.895427704
-1.374900315,-1.442606735,-0.446641862,7.691580296
-1.367160983,-1.458670914,-11.05618286,4.929065704
-1.35762558,-1.580735624,-6.150835991,-0.596930742
-1.349872085,-0.87870574,-9.991274834,14.63537502
-1.337340214,-1.258376431,-8.436758041,2.255723715
-1.325266049,-1.283589143,-8.857334137,2.550659657
-1.313560295,-1.372306764,-2.506130934,3.470627308
-1.575905681,-1.391321558,-1.966640234,-3.048897028
-1.459311731,-1.409105183,-5.447388172,4.369215012
-1.449538504,-1.430777903,-0.24942416,3.092638731
-1.441452491,-1.450441077,1.810491204,2.003433704
-1.41309562,-1.473154193,8.08809185,1.520387888
-1.40555799,-1.478558898,1.321577787,0.834904492
-1.375256788,-1.561382794,-8.219736099,-1.911261797
-1.370086572,-1.569688672,-17.16550446,0.527163446
-1.359321237,-1.633892536,-12.28432465,1.063379765
-1.348672951,-1.618445396,-9.776895523,-0.807128847
-1.336820298,-0.546965003,-12.34925175,13.5200386
-1.32825408,-1.241732681,-5.514055729,3.164231777
-1.313771574,-1.266902938,-5.707091808,2.638250828
-1.302340496,-1.292725682,1.48157227,4.813407898
-1.567633224,-1.355185032,-2.856032372,2.560518265
-1.467180014,-1.372136106,0.762774408,3.448643684
-1.449659395,-1.396801754,8.424221039,2.122621536
-1.427644968,-1.416899492,0.164194733,2.353378534
-1.409941196,-1.438786936,7.159213066,0.55915904
-1.383122985,-1.460375792,-4.399219036,5.593342304
-1.373643208,-1.468918788,-16.98240852,9.011697769
-1.361692274,-1.558287424,-12.36636543,3.855240822
-1.354593437,-1.634539807,-6.265516281,-1.833182931
-1.343671303,-0.427252233,-2.923295498,37.62081146
-1.320057869,-0.428958559,-4.629165649,11.97321892
-1.319504261,-0.525571167,-1.799000144,3.812644005
-1.278820634,-0.57015571,-4.331069946,11.02780724
-1.269646018,-0.626790448,2.767391682,9.133795738
-0.565577865,-0.793743706,7.385519505,5.009745121
-1.568735719,-1.250943601,-3.083716869,4.766706944
-1.45114255,-1.315686542,2.641941786,3.44960165
-1.374856689,-1.328051949,1.108736515,3.847231388
-1.363522631,-1.353357638,2.743700266,5.836166859
-1.354537926,-1.373325458,-2.123219728,2.752022743
-1.341272221,-1.400374278,-6.118467808,6.758823872
-1.331551552,-1.4208021,-2.334347486,-1.14813292
-1.320672035,-1.441653055,-1.024855971,5.253386497
-1.491087556,-1.450434792,11.71786594,7.240726471
-1.498889959,-0.443030366,-2.586169243,-4.856600761
-1.51790145,-0.461236647,1.273563266,7.049977779
-1.314277568,-0.590512532,0.570781231,4.842834949
-1.532459986,-0.605818624,1.23367846,9.158294678
-1.523592299,-0.790734053,0.227811098,10.26196003
-1.325318193,-0.916141093,-0.758242309,8.969522476
-1.316672558,-1.121741664,-5.324597836,5.340391636
-1.539128138,-1.223008748,1.39458251,5.000893116
-1.333291224,-1.250032156,-6.520209789,6.578436375
-1.321356285,-1.275601078,-3.113975525,3.840132713
-1.548124027,-1.32751464,2.339661837,6.880834579
-1.319041592,-1.339140478,-5.091498852,8.985048294
-1.323120594,-1.381089041,-5.621706486,4.854941845
-1.312556446,-1.400203267,-6.679143906,8.365535736
-1.301657882,-1.421982878,-4.292667866,-1.542649865
-1.264179707,-1.431575286,-2.736907005,5.093810081
-0.272574931,-0.440031737,4.292638302,3.336117268
-1.265529752,-0.457300892,-6.011559486,11.00890541
-1.264317882,-0.571066463,-4.518475056,6.722784996
-1.235300565,-0.604026771,-8.027923584,3.227218628
-1.293632843,-0.937366951,-9.525475502,4.113131046
-1.285454267,-1.11149168,-9.538354874,8.759230614
-1.270040178,-1.174184501,-1.328805804,5.034488678
-1.252491844,-1.19610936,-9.151752472,8.299093246
-1.233873844,-1.276421309,-7.597265244,1.636234999
-1.278259069,-1.30270679,-16.26403999,-2.507568598
-1.268892461,-1.326721036,-11.60819149,2.444709539
-1.27526052,-1.371340692,-7.357893467,2.406929493
-1.265388849,-1.377623034,-5.015784264,12.24755096
-1.22014823,-1.400873601,4.553176403,-2.509999275
-1.21523605,-1.416482431,0.104118071,4.816327572
-1.244216025,-1.618719327,-0.17368266,8.010036469
-1.220255899,-0.545475638,-7.827871799,2.097707033
-1.127169609,-0.580439737,-0.230291545,13.15369797
-1.142177055,-0.613646231,12.66983986,6.040258408
-1.158470616,-0.655320197,-6.737323761,4.009355068
-1.134671569,-0.941548334,-5.027877808,-2.448246956
-1.164336598,-0.952718599,-5.930225372,-0.09312214
-1.136257339,-1.012115121,-10.37875652,2.879088163
-1.135200316,-1.121970654,-5.564105988,9.377221107
-1.138734412,-1.134660506,-12.6211729,-11.87368965
-1.104610205,-1.238795757,-7.439216614,-0.910938978
-0.92980361,-1.25069893,0.004076169,1.448532224
-0.930924628,-1.27804553,-1.263311267,-2.788219929
-0.896110952,-1.347486997,-4.066818237,7.444584846
-0.876006815,-1.35386809,1.435762048,8.736633301
-0.819516686,-1.378306848,1.138975739,0.651937246
-0.800503957,-1.392066623,-0.740251064,9.936262131
-0.769911451,-1.429977298,-2.51320672,8.355396271
-0.740451139,-1.608897567,-1.426097393,1.937884688
-0.883479705,-1.613092014,3.281462669,6.009316921
-0.855234269,-1.614001018,-1.311797142,6.558855534
-0.830180612,-0.645984787,2.298583984,4.980071545
-0.79368085,-0.677533235,0.485696226,0.292742819
-0.772056348,-0.939581513,-5.250358105,0.473270565
-0.735420442,-0.945696555,1.109037519,7.32127142
-0.880218318,-1.094463044,-9.819965363,2.371347904
-0.854480645,-1.197522011,4.248184204,1.440819979
-0.731486857,-1.223789668,-5.755060673,-0.305573374
-0.62303935,-1.323564589,3.741239309,3.488537312
-0.714507407,-1.330220673,-2.386949539,-3.368625164
-0.68484446,-1.357269818,1.976870179,2.624092817
-0.62972765,-1.368788099,-0.944513917,5.293851852
-0.839755917,-1.602413166,6.544779778,5.33918047
-0.66102751,-0.656910241,8.746847153,7.361012936
-0.579560399,-0.677347145,-0.478655249,2.507948875
-0.551077366,-0.71027402,-0.513760448,7.508298397
-0.838347328,-1.161970186,-2.195350647,3.816916704
-0.818612069,-1.307957228,2.576575518,-1.687279701
-0.788982511,-1.395070183,1.323616624,12.42118454
-0.568633497,-1.579051445,3.156157732,-0.25186488
-0.539395863,-1.588058774,-0.394068807,4.734111786
-0.329656694,-1.098291159,7.603297234,-10.30877304
-0.518294066,-1.401862502,2.238097668,0.005344506
-0.489591455,-1.56542438,-0.184084669,0.88933754
-0.4625296,-1.568425071,3.057265282,2.184836149
-0.426107949,-0.630787641,1.16140902,3.172355175
-0.421987593,-0.630787641,7.8101511,4.562668324
-0.321542382,-1.561960101,6.088580132,6.426823616
0.134355769,-1.564398587,-0.018777013,17.17570114
-0.473666028,-0.617324466,5.567760468,-1.307485223
-0.457752079,-0.63880327,-6.162833214,3.519937754
-0.418203592,-0.735836616,-0.796842515,17.43713188
-0.264899492,-0.829862773,0.722235203,0.425884783
-0.245224419,-1.017081261,6.101417542,5.095799446
0.133487336,-1.376019001,2.774402857,9.577628136
-0.445253789,-1.555951941,-2.677144766,10.10434055
-0.19951528,-1.555927855,15.96125698,6.49867487
-0.170836786,-0.551361501,3.418441534,-0.688948393
-0.155992225,-0.579213697,3.390810966,-4.375684738
0.132632248,-0.627448614,2.450721264,-4.902442932
0.156511237,-0.642214423,2.29465723,8.663369179
0.179920802,-0.731027976,5.583095074,7.196189404
0.264295131,-0.900248945,-5.886398792,-2.744357347
0.153834587,-0.551345007,7.232880592,-8.496177673
0.287561213,-0.575464189,1.046410799,-5.930538177
-0.070852265,-0.625739479,8.506524086,-7.799108505
0.19765605,-0.721439362,2.178606987,3.082918882
0.312830159,-0.892575008,2.513554811,-1.199557781
-0.032712929,-1.214052646,7.186802387,8.678713799
0.030301515,-1.512964499,6.71214962,11.44544315
0.21039157,-1.518476157,4.182053566,7.472028255
0.030301515,-0.526088673,7.445611,-5.96539402
0.20984458,-0.877647191,8.140880585,-5.773705959
0.225329243,-0.883517886,1.557556272,-7.030129433
0.285168201,-1.19094548,6.366893291,10.36920834
0.234917934,-1.206545556,3.681524038,10.23696899
0.234917934,-1.247948492,-4.747083664,14.24482346
0.284514052,-1.476436806,0.613510191,13.39970016
0.235423996,-1.495689499,-6.456398487,1.995151639
0.272540982,-0.520024869,2.84206748,-7.376111031
0.281793402,-0.543139458,6.232828617,-5.413319111
0.290217993,-1.181285799,1.41984117,8.371670723
0.241490657,-1.195768833,-4.336657047,9.210515022
0.209305525,-1.231835723,10.11375904,10.59440899
0.185501049,-1.450579524,4.97332859,5.364379883
0.196956103,-1.463529825,9.812445641,1.774467826
0.154506578,-1.464560509,7.800548553,5.761691093
0.167333279,-0.500127846,14.19385433,0.010040316
,-0.50447941,,-4.445122242
,-0.541825933,,2.997776508
,-1.170658588,,12.17848682
,-1.424165094,,-1.578544259
,-0.537724203,,18.53844643
,-0.761722684,,2.444057465
,-1.373071575,,17.05103302
,-0.663118014,,8.337368965
,-0.779794276,,-3.666911602
,-1.11561811,,3.253967047
,-0.660977727,,6.60681963
,-0.59874779,,3.890104055
,-0.60776656,,4.978738785
,-0.729234436,,-2.034201384
,-0.754141867,,-0.813513696
,-0.588965559,,5.738078117
,-0.708108628,,1.033515096
,-0.715117183,,-4.651062965
,-0.741990709,,-3.597809553
,-0.819653708,,-4.565143585
,-0.838178813,,8.35302639
,-0.657933562,,-6.890437126
,-0.676035253,,-1.958211541
,-0.695852286,,-3.283368587
,-0.737406516,,0.402787894
,-0.755666988,,-8.29433918
,-0.87256175,,6.210836411
,-0.923948436,,5.163919926
,-0.590679288,,-0.461255908
,-0.639693985,,-6.396699429
,-0.646798529,,-7.131436825
,-0.671103063,,-6.577847481
,-0.695966668,,1.055181146
,-0.837689996,,-6.155468464
,-0.849279255,,3.181324244
,-0.876246273,,-1.127357006
,-0.905377436,,3.003730297
,-0.625584483,,2.332921028
,-0.763250679,,-2.313781738
,-0.825420231,,-4.978025913
,-0.837146461,,-2.554119587
,-0.864800042,,1.406770468
,-0.881683314,,4.258462906
,-0.91783154,,15.19088078
,-1.035809994,,1.340409636
,-1.03909983,,-4.132191181
,-1.204868555,,7.112277031
,-0.986394167,,9.132166862
,-1.10887742,,4.054261208
,-1.127747059,,15.54699326
